"session_id","user_id","movie_id","watch_date","device_type","watch_duration_minutes","progress_percentage","action","quality","location_country","is_download","user_rating","duration_category"
"session_053972","user_01539","movie_0096",2025-08-14,"Mobile",86.8,86.4,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_053973","user_02868","movie_0420",2024-11-14,"Desktop",46.2,91.4,"started","SD","USA",FALSE,NA,"31-60 minutes"
"session_053974","user_03550","movie_0133",2025-04-28,"Mobile",54.7,95.3,"completed","SD","USA",TRUE,NA,"31-60 minutes"
"session_053975","user_06528","movie_0594",2025-06-30,"Mobile",6.4,53,"paused","SD","USA",FALSE,NA,"6-30 minutes"
"session_053976","user_08996","movie_0894",2025-04-14,"Smart TV",15.3,68.8,"started","4K","Canada",FALSE,NA,"6-30 minutes"
"session_053977","user_04777","movie_0848",2025-12-05,"Mobile",23.6,6.3,"started","SD","Canada",FALSE,3,"6-30 minutes"
"session_053978","user_00179","movie_0003",2025-05-15,"Tablet",31.6,73.2,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_053979","user_08807","movie_0390",2024-08-21,"Mobile",35.6,62.5,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_053980","user_01755","movie_0353",2025-09-21,"Smart TV",7.5,65.8,"started","HD","Canada",FALSE,NA,"6-30 minutes"
"session_053981","user_07696","movie_0316",2025-05-01,"Tablet",19.1,62.1,"paused","HD","USA",FALSE,2,"6-30 minutes"
"session_053982","user_08239","movie_0208",2024-11-02,"Smart TV",25.3,74.7,"paused","4K","USA",TRUE,NA,"6-30 minutes"
"session_053983","user_08016","movie_0812",2024-11-23,"Mobile",96.3,86.5,"started","4K","Canada",FALSE,NA,"1-2 hours"
"session_053984","user_06702","movie_0322",2025-10-18,"Smart TV",7.6,58.7,"completed","HD","USA",FALSE,4,"6-30 minutes"
"session_053985","user_06327","movie_0503",2025-08-02,"Tablet",44,18.7,"completed","4K","USA",TRUE,NA,"31-60 minutes"
"session_053986","user_06498","movie_0194",2025-09-26,"Tablet",32.7,46.3,"paused","SD","USA",TRUE,NA,"31-60 minutes"
"session_053987","user_02535","movie_0965",2024-09-24,"Smart TV",98.8,1.8,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_053988","user_08408","movie_0860",2025-10-27,"Tablet",51.6,38.5,"completed","4K","Canada",TRUE,NA,"31-60 minutes"
"session_053989","user_02940","movie_0308",2024-07-08,"Laptop",94.6,75.7,"started","4K","Canada",FALSE,NA,"1-2 hours"
"session_053990","user_05766","movie_0252",2024-10-20,"Tablet",122.4,12.6,"paused","4K","Canada",FALSE,NA,"2-4 hours"
"session_053991","user_02900","movie_0641",2024-04-29,"Tablet",68.9,14.9,"stopped",NA,"USA",FALSE,NA,"1-2 hours"
"session_053992","user_02877","movie_0133",2024-12-08,"Smart TV",102.7,87.2,"completed","SD","Canada",FALSE,NA,"1-2 hours"
"session_053993","user_09429","movie_0068",2024-05-22,"Mobile",91,60.8,"stopped","HD","Canada",TRUE,NA,"1-2 hours"
"session_053994","user_01008","movie_0376",2025-03-04,"Desktop",49.2,9.3,"paused","HD","Canada",FALSE,NA,"31-60 minutes"
"session_053995","user_04830","movie_0733",2025-07-24,"Smart TV",60.7,94,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_053996","user_06465","movie_0322",2025-08-31,"Smart TV",336.6,56.2,"started","SD","USA",TRUE,3,"4-8 hours"
"session_053997","user_08058","movie_0335",2025-08-16,"Desktop",38,38.1,"completed","HD","Canada",FALSE,3,"31-60 minutes"
"session_053998","user_02160","movie_0389",2025-01-17,"Tablet",206.5,59.7,"started","SD","USA",FALSE,NA,"2-4 hours"
"session_053999","user_03185","movie_0252",2024-03-21,"Smart TV",44.5,19.2,"started","4K","Canada",FALSE,NA,"31-60 minutes"
"session_054000","user_08566","movie_0443",2025-05-13,"Smart TV",67.7,20.5,"completed","4K","Canada",FALSE,3,"1-2 hours"
"session_054001","user_01287","movie_0991",2024-01-06,"Tablet",123.7,19.1,"paused","HD","USA",FALSE,NA,"2-4 hours"
"session_054002","user_08560","movie_0639",2025-02-14,"Smart TV",105.4,59.6,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_054003","user_04474","movie_0666",2025-02-05,"Desktop",76.8,34.2,"started","SD","USA",TRUE,NA,"1-2 hours"
"session_054004","user_04921","movie_0398",2024-08-22,"Desktop",57.2,64.4,"paused","HD","USA",TRUE,NA,"31-60 minutes"
"session_054005","user_03926","movie_0553",2025-08-08,"Smart TV",110.3,3.4,"stopped","HD","USA",TRUE,NA,"1-2 hours"
"session_054006","user_04770","movie_0489",2024-11-15,"Mobile",66.8,18.5,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_054007","user_03117","movie_0075",2025-10-02,"Mobile",7.2,68.3,"stopped","4K","Canada",FALSE,NA,"6-30 minutes"
"session_054008","user_01295","movie_0467",2025-03-15,"Mobile",140.3,21.1,"paused","4K","Canada",FALSE,NA,"2-4 hours"
"session_054009","user_03977","movie_0458",2024-04-07,"Smart TV",34.6,5.6,"stopped","SD","USA",TRUE,NA,"31-60 minutes"
"session_054010","user_06866","movie_0948",2025-12-11,"Desktop",46.2,19.3,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_054011","user_06391","movie_0554",2025-02-06,"Mobile",130.4,32.6,"completed","4K","USA",FALSE,NA,"2-4 hours"
"session_054012","user_00174","movie_0721",2025-10-16,"Laptop",83.5,52.7,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_054013","user_07326","movie_0722",2025-09-19,"Laptop",20.5,46.6,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_054014","user_07819","movie_0956",2024-12-30,"Laptop",24.1,15.7,"paused","HD","USA",TRUE,NA,"6-30 minutes"
"session_054015","user_04982","movie_0508",2024-11-22,"Desktop",130.2,81.7,"stopped","4K","Canada",TRUE,NA,"2-4 hours"
"session_054016","user_03835","movie_0384",2024-06-16,"Tablet",13.9,93,"stopped","4K","USA",TRUE,3,"6-30 minutes"
"session_054017","user_02430","movie_0345",2024-03-20,"Desktop",26.1,47.2,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_054018","user_06568","movie_0895",2024-04-22,"Laptop",154.5,29.7,"stopped",NA,"Canada",TRUE,NA,"2-4 hours"
"session_054019","user_08006","movie_0399",2025-01-06,"Mobile",13.3,30.9,"completed","SD","Canada",FALSE,NA,"6-30 minutes"
"session_054020","user_07790","movie_0486",2025-09-26,"Laptop",26.9,82.9,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_054021","user_07463","movie_0943",2024-05-06,"Desktop",41.2,14.2,"started","4K","USA",FALSE,NA,"31-60 minutes"
"session_054022","user_08885","movie_0877",2024-12-20,"Mobile",86.9,84.7,"paused","SD","Canada",FALSE,NA,"1-2 hours"
"session_054023","user_00874","movie_0161",2024-03-05,"Tablet",119.6,76.4,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_054024","user_03097","movie_0735",2024-06-11,"Laptop",25.9,0.8,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_054025","user_08950","movie_0165",2024-01-03,"Desktop",15.4,39.6,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_054026","user_03625","movie_0431",2025-08-21,"Tablet",18.2,65.6,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_054027","user_05554","movie_0676",2024-07-04,"Tablet",31.3,40.4,"stopped","SD","USA",TRUE,4,"31-60 minutes"
"session_054028","user_01566","movie_0454",2024-07-26,"Laptop",158.2,34.8,"stopped","HD","USA",TRUE,NA,"2-4 hours"
"session_054029","user_03117","movie_0748",2025-08-28,"Desktop",23.7,6.5,"started","HD","USA",TRUE,NA,"6-30 minutes"
"session_054030","user_08501","movie_0174",2024-12-05,"Laptop",9.4,51.8,"stopped","HD","USA",TRUE,5,"6-30 minutes"
"session_054031","user_08346","movie_0052",2025-08-27,"Smart TV",16.2,4.3,"started","SD","Canada",FALSE,NA,"6-30 minutes"
"session_054032","user_09159","movie_0112",2024-12-21,"Desktop",58.3,67,"paused","HD","Canada",TRUE,2,"31-60 minutes"
"session_054033","user_01164","movie_0328",2025-10-24,"Smart TV",61.7,69.6,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_054034","user_02817","movie_0120",2025-05-31,"Tablet",64.9,100,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_054035","user_08577","movie_0075",2024-09-28,"Laptop",128.5,13.8,"started","4K","Canada",FALSE,NA,"2-4 hours"
"session_054036","user_02796","movie_0887",2025-04-28,"Tablet",28.3,44.4,"started","4K","USA",TRUE,4,"6-30 minutes"
"session_054037","user_01057","movie_0666",2025-04-17,"Mobile",18.3,73.9,"stopped","4K","USA",TRUE,NA,"6-30 minutes"
"session_054038","user_09924","movie_0029",2024-06-16,"Smart TV",60.8,74.7,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_054039","user_07346","movie_0258",2024-08-29,"Tablet",138.3,95.1,"paused","HD","USA",FALSE,NA,"2-4 hours"
"session_054040","user_09862","movie_0536",2024-08-26,"Smart TV",9.8,4.1,"paused","HD","Canada",FALSE,NA,"6-30 minutes"
"session_054041","user_04077","movie_0786",2025-03-10,"Mobile",33.1,14,"paused",NA,"USA",FALSE,NA,"31-60 minutes"
"session_054042","user_03775","movie_0801",2024-07-29,"Tablet",90.7,23.5,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_054043","user_01460","movie_0889",2025-12-20,"Desktop",10.5,16.3,"completed","HD","Canada",FALSE,NA,"6-30 minutes"
"session_054044","user_08134","movie_0750",2024-02-15,"Desktop",75.6,43.5,"stopped",NA,"Canada",FALSE,NA,"1-2 hours"
"session_054045","user_00006","movie_0725",2024-02-25,"Tablet",36.3,86.9,"stopped","4K","Canada",FALSE,2,"31-60 minutes"
"session_054046","user_04787","movie_0854",2025-09-08,"Desktop",78,19.5,"paused","4K","USA",FALSE,NA,"1-2 hours"
"session_054047","user_06939","movie_0417",2025-04-21,"Mobile",71.4,12.3,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_054048","user_09834","movie_0160",2024-03-25,"Tablet",142.8,53.6,"paused","4K","Canada",FALSE,2,"2-4 hours"
"session_054049","user_08169","movie_0417",2024-03-05,"Desktop",60.2,60.4,"paused","HD","Canada",FALSE,5,"1-2 hours"
"session_054050","user_08110","movie_0680",2025-05-06,"Mobile",44,22.7,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_054051","user_03830","movie_0190",2025-02-05,"Smart TV",50.7,70,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_054052","user_07035","movie_0782",2025-02-17,"Desktop",50.4,98.3,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_054053","user_05351","movie_0429",2025-03-21,"Tablet",66,39.1,"started","SD","USA",TRUE,NA,"1-2 hours"
"session_054054","user_05521","movie_0282",2024-10-03,"Tablet",42.3,35.7,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_054055","user_06871","movie_0667",2025-12-13,"Desktop",69.9,26.4,"stopped","SD","USA",FALSE,NA,"1-2 hours"
"session_054056","user_04881","movie_0010",2025-04-15,"Tablet",85.7,34,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_054057","user_08809","movie_0869",2024-03-31,"Smart TV",88.5,84.6,"paused","SD","Canada",FALSE,NA,"1-2 hours"
"session_054058","user_09078","movie_0882",2025-01-02,"Smart TV",14.7,75.5,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_054059","user_02071","movie_0583",2025-09-28,"Tablet",29.1,41.7,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_054060","user_06951","movie_0721",2024-02-26,"Desktop",163.7,39.9,"started","HD","Canada",FALSE,NA,"2-4 hours"
"session_054061","user_00161","movie_0043",2024-01-12,"Tablet",480,54.9,"started","HD","USA",FALSE,NA,"Other"
"session_054062","user_09410","movie_0452",2024-11-10,"Laptop",64.1,83.4,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_054063","user_04179","movie_0481",2025-02-03,"Desktop",55.4,88.9,"paused","4K","Canada",FALSE,2,"31-60 minutes"
"session_054064","user_00168","movie_0254",2024-08-16,"Smart TV",63.6,26.8,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_054065","user_03913","movie_0912",2024-04-08,"Mobile",20,11.6,"completed","HD","Canada",FALSE,NA,"6-30 minutes"
"session_054066","user_02703","movie_0536",2025-10-26,"Tablet",13.1,6.8,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_054067","user_02603","movie_0623",2024-04-03,"Mobile",11.6,78.8,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_054068","user_04440","movie_0021",2025-12-12,"Laptop",56.2,86.1,"started","HD","USA",TRUE,NA,"31-60 minutes"
"session_054069","user_04108","movie_0605",2025-12-25,"Mobile",75.7,8.1,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_054070","user_03606","movie_0306",2025-03-09,"Smart TV",57.2,6.9,"paused","SD","USA",FALSE,NA,"31-60 minutes"
"session_054071","user_09746","movie_0847",2024-01-28,"Mobile",85.3,11.6,"completed",NA,"USA",FALSE,NA,"1-2 hours"
"session_054072","user_00450","movie_0958",2024-11-20,"Laptop",53.5,14.1,"started","HD","USA",TRUE,NA,"31-60 minutes"
"session_054073","user_04670","movie_0768",2025-07-30,"Desktop",141.3,21.1,"stopped","4K","USA",FALSE,NA,"2-4 hours"
"session_054074","user_04028","movie_0092",2025-09-26,"Mobile",77.1,42.4,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_054075","user_06735","movie_0180",2025-03-12,"Smart TV",14,19.2,"stopped","HD","USA",TRUE,NA,"6-30 minutes"
"session_054076","user_02538","movie_0914",2024-08-06,"Tablet",48.2,55,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_054077","user_02710","movie_0904",2025-04-21,"Desktop",52.3,72,"started","SD","Canada",FALSE,NA,"31-60 minutes"
"session_054078","user_02958","movie_0630",2024-05-30,"Laptop",20.4,74.7,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_054079","user_02665","movie_0649",2025-07-11,"Mobile",48.2,8,"completed","4K","Canada",TRUE,NA,"31-60 minutes"
"session_054080","user_01790","movie_0187",2024-03-19,"Laptop",93.5,46.9,"paused","SD","USA",TRUE,NA,"1-2 hours"
"session_054081","user_04103","movie_0750",2025-08-18,"Mobile",103,40.3,"paused","SD","USA",FALSE,NA,"1-2 hours"
"session_054082","user_03235","movie_0428",2025-10-04,"Desktop",76.1,62.6,"paused","SD","USA",FALSE,NA,"1-2 hours"
"session_054083","user_00319","movie_0198",2025-11-12,"Tablet",154,23.6,"completed","HD","USA",FALSE,NA,"2-4 hours"
"session_054084","user_02178","movie_0098",2024-11-23,"Desktop",33.2,73.6,"completed","SD","USA",FALSE,5,"31-60 minutes"
"session_054085","user_00429","movie_0579",2024-12-27,"Mobile",40.4,33.3,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_054086","user_00901","movie_0274",2025-04-13,"Laptop",53.6,1.6,"paused","HD","Canada",FALSE,NA,"31-60 minutes"
"session_054087","user_09813","movie_0083",2024-12-03,"Desktop",19.2,37.9,"paused","4K","Canada",FALSE,NA,"6-30 minutes"
"session_054088","user_07423","movie_0457",2025-12-21,"Desktop",68.9,37.6,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_054089","user_00749","movie_0141",2024-02-20,"Tablet",47.8,43.4,"completed","HD","USA",TRUE,3,"31-60 minutes"
"session_054090","user_06145","movie_0040",2025-07-28,"Laptop",61,77.7,"started","4K","Canada",FALSE,NA,"1-2 hours"
"session_054091","user_04873","movie_0069",2024-12-05,"Laptop",38.8,20.4,"started","HD","Canada",FALSE,NA,"31-60 minutes"
"session_054092","user_04290","movie_0559",2024-05-26,"Desktop",89.6,28,"paused","4K","USA",TRUE,NA,"1-2 hours"
"session_054093","user_07532","movie_0615",2024-08-11,"Smart TV",28.5,32.3,"started","HD","Canada",TRUE,NA,"6-30 minutes"
"session_054094","user_01028","movie_0868",2025-08-13,"Mobile",40.5,59.4,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_054095","user_01141","movie_0792",2025-07-30,"Desktop",69.6,40.2,"stopped",NA,"USA",FALSE,NA,"1-2 hours"
"session_054096","user_08101","movie_0165",2024-02-02,"Laptop",59.5,97.7,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_054097","user_08430","movie_0300",2024-08-08,"Desktop",98.4,13,"started","HD","USA",TRUE,NA,"1-2 hours"
"session_054098","user_04826","movie_0558",2025-04-09,"Tablet",51.6,74.7,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_054099","user_04554","movie_0044",2025-10-19,"Tablet",85.5,17.9,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_054100","user_01755","movie_0075",2024-08-25,"Laptop",51.8,1.3,"completed","4K","USA",FALSE,3,"31-60 minutes"
"session_054101","user_06993","movie_0316",2024-10-06,"Laptop",133.5,97.1,"completed","SD","Canada",FALSE,NA,"2-4 hours"
"session_054102","user_01611","movie_0618",2025-09-07,"Laptop",33.3,43.9,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_054103","user_04440","movie_0878",2024-03-29,"Smart TV",33,21.1,"started","SD","Canada",FALSE,NA,"31-60 minutes"
"session_054104","user_09680","movie_0074",2025-01-03,"Mobile",36.4,83.2,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_054105","user_04759","movie_0387",2025-12-29,"Desktop",26.7,96.1,"started","HD","USA",FALSE,3,"6-30 minutes"
"session_054106","user_06520","movie_0017",2024-11-22,"Desktop",118.9,74.2,"completed","4K","USA",TRUE,2,"1-2 hours"
"session_054107","user_00246","movie_0371",2024-11-02,"Tablet",60,4.6,"completed","HD","USA",TRUE,NA,"31-60 minutes"
"session_054108","user_09470","movie_0179",2025-12-19,"Mobile",77.5,11.4,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_054109","user_06843","movie_0261",2025-03-18,"Laptop",62.7,62.7,"paused","SD","USA",FALSE,NA,"1-2 hours"
"session_054110","user_07059","movie_0997",2025-04-24,"Mobile",34.6,55.1,"completed","HD","USA",TRUE,NA,"31-60 minutes"
"session_054111","user_01557","movie_0503",2024-01-17,"Laptop",101.6,31.1,"started","4K","USA",TRUE,NA,"1-2 hours"
"session_054112","user_01558","movie_0035",2025-10-03,"Desktop",116.8,28.2,"stopped","4K","Canada",FALSE,NA,"1-2 hours"
"session_054113","user_02223","movie_0872",2025-01-03,"Desktop",48.5,72.2,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_054114","user_02333","movie_0082",2024-06-19,"Tablet",26.1,51.8,"completed","HD","USA",FALSE,NA,"6-30 minutes"
"session_054115","user_08497","movie_0219",2024-06-30,"Laptop",49.6,34.3,"completed","4K","USA",FALSE,2,"31-60 minutes"
"session_054116","user_08985","movie_0602",2025-11-19,"Desktop",65.7,18.5,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_054117","user_08599","movie_0953",2024-05-08,"Mobile",155.3,99.8,"started","HD","Canada",TRUE,1,"2-4 hours"
"session_054118","user_02967","movie_0799",2024-08-09,"Tablet",52.6,74.7,"started","HD","Canada",FALSE,NA,"31-60 minutes"
"session_054119","user_04003","movie_0077",2025-01-28,"Mobile",75.9,0.8,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_054120","user_01361","movie_0444",2025-06-01,"Laptop",66.9,48,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_054121","user_09246","movie_0720",2025-10-24,"Smart TV",19.1,8.7,"completed","4K","USA",FALSE,1,"6-30 minutes"
"session_054122","user_00440","movie_0818",2025-08-09,"Mobile",78.7,6.3,"stopped","HD","USA",FALSE,4,"1-2 hours"
"session_054123","user_04354","movie_0406",2025-06-23,"Laptop",27.3,34.4,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_054124","user_00783","movie_0720",2024-10-24,"Tablet",36.3,39.6,"stopped","4K","Canada",FALSE,NA,"31-60 minutes"
"session_054125","user_02611","movie_0840",2025-03-07,"Mobile",16.8,68.2,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_054126","user_00234","movie_0672",2024-12-13,"Smart TV",56,35.3,"paused","4K","Canada",FALSE,3,"31-60 minutes"
"session_054127","user_06667","movie_0402",2024-01-20,"Tablet",11.3,16.5,"paused","SD","USA",FALSE,NA,"6-30 minutes"
"session_054128","user_04489","movie_0929",2024-07-25,"Tablet",56.7,11.9,"started","4K","USA",FALSE,NA,"31-60 minutes"
"session_054129","user_08654","movie_0832",2025-04-08,"Mobile",15.4,53.2,"completed","SD","USA",FALSE,NA,"6-30 minutes"
"session_054130","user_01752","movie_0685",2025-08-04,"Tablet",132.1,16.2,"stopped","4K","USA",FALSE,NA,"2-4 hours"
"session_054131","user_00839","movie_0366",2025-12-15,"Desktop",37.8,74.7,"completed","HD","USA",FALSE,4,"31-60 minutes"
"session_054132","user_03210","movie_0365",2024-06-27,"Tablet",13.3,42.7,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_054133","user_02785","movie_0678",2024-12-23,"Desktop",22.2,8.4,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_054134","user_05595","movie_0158",2025-01-31,"Smart TV",59,88.8,"paused","SD","USA",FALSE,NA,"31-60 minutes"
"session_054135","user_01352","movie_0511",2025-11-12,"Mobile",71.9,68.4,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_054136","user_00206","movie_0960",2024-11-03,"Desktop",92.3,30.1,"stopped","SD","USA",TRUE,2,"1-2 hours"
"session_054137","user_01095","movie_0373",2024-03-10,"Mobile",48.5,2.7,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_054138","user_00185","movie_0810",2024-02-13,"Laptop",21.7,15.7,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_054139","user_06746","movie_0013",2025-09-11,"Mobile",36.3,74.7,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_054140","user_06903","movie_0205",2024-03-06,"Smart TV",32.6,81.7,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_054141","user_05503","movie_0196",2025-09-07,"Laptop",17.9,0.1,"started","HD","Canada",FALSE,5,"6-30 minutes"
"session_054142","user_06689","movie_0872",2025-05-09,"Tablet",67.1,46.8,"stopped","4K","USA",FALSE,4,"1-2 hours"
"session_054143","user_05779","movie_0506",2025-10-25,"Smart TV",46.8,95.8,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_054144","user_02730","movie_0682",2025-05-15,"Tablet",16.5,29.7,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_054145","user_07894","movie_0774",2024-03-17,"Mobile",81.3,44.9,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_054146","user_00314","movie_0750",2025-11-04,"Smart TV",51.6,78.7,"started","HD","Canada",FALSE,NA,"31-60 minutes"
"session_054147","user_08420","movie_0869",2025-06-23,"Desktop",27.5,27.3,"completed","HD","USA",FALSE,NA,"6-30 minutes"
"session_054148","user_06802","movie_0463",2024-03-05,"Tablet",17.3,18.5,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_054149","user_03094","movie_0539",2024-07-18,"Desktop",21.6,9.5,"stopped","HD","Canada",FALSE,NA,"6-30 minutes"
"session_054150","user_04096","movie_0480",2024-07-20,"Tablet",145.6,94.1,"paused","HD","USA",FALSE,NA,"2-4 hours"
"session_054151","user_02740","movie_0565",2024-01-05,"Smart TV",76.5,48.1,"started","4K","USA",FALSE,4,"1-2 hours"
"session_054152","user_00927","movie_0506",2024-03-16,"Smart TV",77.5,43.7,"paused","HD","Canada",FALSE,3,"1-2 hours"
"session_054153","user_03337","movie_0519",2024-08-04,"Smart TV",15.8,75.3,"started",NA,"USA",FALSE,NA,"6-30 minutes"
"session_054154","user_03122","movie_0159",2025-04-04,"Desktop",34,17.7,"stopped","HD","Canada",TRUE,3,"31-60 minutes"
"session_054155","user_06886","movie_0600",2024-04-29,"Smart TV",65,72.8,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_054156","user_07543","movie_0962",2025-09-08,"Laptop",159.2,58.8,"started","SD","USA",FALSE,3,"2-4 hours"
"session_054157","user_02356","movie_0968",2024-11-07,"Tablet",13.8,65.5,"started","HD","Canada",FALSE,5,"6-30 minutes"
"session_054158","user_08729","movie_0244",2024-07-03,"Laptop",24.3,74.7,"started","SD","USA",TRUE,NA,"6-30 minutes"
"session_054159","user_07375","movie_0711",2025-07-09,"Laptop",50.7,44,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_054160","user_04171","movie_0881",2025-05-02,"Tablet",43.7,74.7,"completed","4K","Canada",FALSE,NA,"31-60 minutes"
"session_054161","user_05773","movie_0373",2025-10-30,"Mobile",94.9,15.9,"stopped","SD","USA",FALSE,4,"1-2 hours"
"session_054162","user_09634","movie_0833",2024-12-19,"Desktop",43.2,4.6,"completed","SD","Canada",FALSE,NA,"31-60 minutes"
"session_054163","user_03400","movie_0102",2024-06-04,"Tablet",126.4,79.2,"paused","SD","Canada",FALSE,NA,"2-4 hours"
"session_054164","user_05696","movie_0008",2024-09-02,"Tablet",100.1,52.6,"stopped","HD","USA",FALSE,2,"1-2 hours"
"session_054165","user_06738","movie_0949",2025-05-07,"Laptop",151.8,17.9,"stopped","4K","Canada",TRUE,NA,"2-4 hours"
"session_054166","user_07930","movie_0836",2024-03-06,"Tablet",39,99.4,"paused","HD","USA",TRUE,NA,"31-60 minutes"
"session_054167","user_00609","movie_0030",2025-10-08,"Smart TV",82.7,94,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_054168","user_00612","movie_0377",2024-12-18,"Tablet",130.9,33,"stopped","SD","Canada",FALSE,NA,"2-4 hours"
"session_054169","user_01021","movie_0979",2024-12-25,"Mobile",77.3,2.6,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_054170","user_00241","movie_0445",2024-09-07,"Laptop",68.7,98.8,"completed","SD","USA",FALSE,NA,"1-2 hours"
"session_054171","user_02053","movie_0549",2025-02-06,"Smart TV",51.7,37.1,"stopped",NA,"Canada",TRUE,3,"31-60 minutes"
"session_054172","user_05335","movie_0596",2025-06-29,"Mobile",480,60.4,"started","HD","USA",FALSE,NA,"Other"
"session_054173","user_01603","movie_0045",2024-02-05,"Smart TV",79.5,13.3,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_054174","user_04490","movie_0620",2024-02-25,"Smart TV",93.4,15.9,"completed","HD","Canada",TRUE,4,"1-2 hours"
"session_054175","user_09607","movie_0565",2025-11-22,"Laptop",33.6,99.9,"started",NA,"USA",FALSE,1,"31-60 minutes"
"session_054176","user_00369","movie_0781",2024-01-03,"Smart TV",11.3,94.9,"completed","HD","USA",FALSE,NA,"6-30 minutes"
"session_054177","user_02077","movie_0032",2025-08-03,"Mobile",6,1.7,"paused","SD","USA",TRUE,NA,"6-30 minutes"
"session_054178","user_09639","movie_0886",2024-11-08,"Laptop",43.2,99.1,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_054179","user_07110","movie_0446",2025-07-19,"Tablet",36.2,92.4,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_054180","user_08201","movie_0627",2025-03-05,"Tablet",66.4,54.4,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_054181","user_03517","movie_0002",2024-09-20,"Mobile",95.1,75.6,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_054182","user_04430","movie_0845",2024-07-24,"Smart TV",54.1,44.2,"paused","SD","USA",FALSE,NA,"31-60 minutes"
"session_054183","user_05046","movie_0648",2025-10-27,"Laptop",177,21,"started","HD","USA",FALSE,3,"2-4 hours"
