"movie_id","title","content_type","genre_primary","genre_secondary","release_year","duration_minutes","rating","language","country_of_origin","imdb_rating","production_budget","box_office_revenue","number_of_seasons","number_of_episodes","is_netflix_original","added_to_platform","content_warning","budget_missing","revenue_missing"
"movie_0371","king love","TV Series","Biography","Drama",2017,46,"TV-PG","Hindi","South Korea",6.3,0,0,1,168,TRUE,2025-07-23,FALSE,1,1
"movie_0372","love fire","Movie","Documentary","",2022,93,"TV-Y7","English","South Korea",9.5,3882573,0,0,0,FALSE,2023-02-04,FALSE,0,0
"movie_0373","queen journey","TV Series","War","",2001,51,"TV-MA","Spanish","South Korea",5.5,0,0,7,147,FALSE,2021-06-17,FALSE,1,1
"movie_0374","the story","Movie","Adventure","",2023,104,"TV-14","English","USA",7.5,766474,7301565,0,0,FALSE,2024-03-05,TRUE,0,0
"movie_0375","last kingdom","Movie","Fantasy","Animation",2019,129,"TV-Y7","Japanese","Canada",7.3,11990701,0,0,0,FALSE,2021-03-15,FALSE,0,0
"movie_0376","city legend","Movie","Family","Animation",2021,106,"TV-PG","English","USA",7.6,19244906.2,0,0,0,FALSE,2023-06-21,FALSE,0,0
"movie_0377","ice journey","Movie","Animation","",2016,105,"NC-17","Japanese","USA",5.6,4268594,3435870,0,0,FALSE,2024-10-10,FALSE,0,0
"movie_0378","quest family","Stand-up Comedy","Sport","",2005,42,"TV-PG","English","USA",5.1,0,0,1,12,FALSE,2025-02-28,FALSE,1,1
"movie_0379","our battle","TV Series","Horror","",2007,41,"TV-G","Japanese","South Korea",4.6,0,0,13,164,FALSE,2021-03-23,FALSE,1,1
"movie_0380","house dragon","Stand-up Comedy","Animation","",2015,66,"PG-13","Hindi","USA",8.2,0,0,1,12,TRUE,2023-06-17,FALSE,1,1
"movie_0381","dragon princess","Movie","Biography","Sport",2023,116,"TV-G","English","Germany",6.2,8059992,1032562,0,0,FALSE,2021-11-26,FALSE,0,0
"movie_0382","love empire","Documentary","War","War",2012,66,"TV-G","English","Canada",5.5,0,0,1,12,FALSE,2021-10-10,TRUE,1,1
"movie_0383","day city","TV Series","Crime","",2022,42,"G","English","USA",5.7,0,0,6,89,FALSE,2023-09-28,FALSE,1,1
"movie_0384","night adventure","Stand-up Comedy","Music","Thriller",2013,42,"G","English","USA",8.8,0,0,1,12,TRUE,2022-02-27,FALSE,1,1
"movie_0385","little journey","Documentary","Family","Animation",2020,72,"TV-Y7","English","USA",7.1,0,0,1,12,FALSE,2025-02-27,FALSE,1,1
"movie_0386","hero hero","Stand-up Comedy","War","Adventure",2015,42,"PG","English","USA",8.6,0,0,1,12,FALSE,2020-10-11,FALSE,1,1
"movie_0387","night king","Movie","Animation","",2024,90,"TV-14","English","India",5.1,0,0,0,0,FALSE,2025-06-09,TRUE,1,1
"movie_0388","an mission","Documentary","Animation","Thriller",1994,35,"TV-G","Spanish","USA",2,0,0,1,12,FALSE,2024-07-29,FALSE,1,1
"movie_0389","last mission","Movie","History","Western",2023,122,"TV-14","German","Canada",8.7,17655990,7400330,0,0,FALSE,2023-03-20,TRUE,0,0
"movie_0390","old night","Movie","Fantasy","Sci-Fi",2004,94,"TV-Y7","Spanish","USA",2.7,1231347,2483539,0,0,FALSE,2024-07-05,FALSE,0,0
"movie_0391","night night","Stand-up Comedy","Crime","Biography",2006,87,"TV-PG","French","USA",1.2,0,0,1,12,TRUE,2021-04-22,FALSE,1,1
"movie_0392","hero city","TV Series","Adventure","",2010,49,"PG-13","French","USA",8.9,0,0,8,101,FALSE,2024-09-26,TRUE,1,1
"movie_0393","a storm","Stand-up Comedy","Sci-Fi","",1999,57,"TV-MA","English","South Korea",7.7,0,0,1,12,FALSE,2020-12-07,FALSE,1,1
"movie_0394","dark kingdom","TV Series","Adventure","",2014,26,"R","Spanish","South Korea",6.1,0,0,6,97,TRUE,2023-12-17,FALSE,1,1
"movie_0395","princess queen","Stand-up Comedy","Family","Drama",2022,36,"NC-17","English","USA",4.6,0,0,1,12,FALSE,2024-04-04,FALSE,1,1
"movie_0396","storm night","Movie","War","",2003,120,"PG-13","English","USA",7.2,282251,4665806,0,0,FALSE,2023-08-15,FALSE,0,0
"movie_0397","legend adventure","Stand-up Comedy","Sci-Fi","",2016,72,"G","Spanish","USA",6,0,0,1,12,FALSE,2022-01-18,TRUE,1,1
"movie_0398","hero story","Movie","Animation","",1997,101,"R","English","South Korea",5.5,19244906.2,0,0,0,FALSE,2023-09-28,FALSE,0,0
"movie_0399","our ice","Documentary","Horror","",1996,87,"TV-Y7","French","USA",6.8,0,0,1,12,FALSE,2021-12-16,FALSE,1,1
"movie_0400","night queen","Movie","Action","",2002,73,"TV-MA","Korean","UK",4.6,179175,28601135,0,0,FALSE,2024-05-29,FALSE,0,0
"movie_0401","queen war","Movie","Family","Action",2022,159,"TV-Y","English","USA",5.5,1612758,0,0,0,FALSE,2022-06-29,FALSE,0,0
"movie_0402","fire dream","Stand-up Comedy","Romance","",2005,41,"NC-17","German","Canada",7.1,0,0,1,12,FALSE,2023-04-05,FALSE,1,1
"movie_0403","legend legend","Movie","History","",1992,106,"R","Japanese","USA",2,0,99312954.4,0,0,TRUE,2022-01-07,FALSE,1,1
"movie_0404","family story","TV Series","War","",1990,53,"TV-14","Korean","India",7.2,0,0,2,53,TRUE,2020-09-21,FALSE,1,1
"movie_0405","old ice","Documentary","Biography","Crime",2006,44,"R","English","South Korea",6.9,0,0,1,12,FALSE,2021-08-27,FALSE,1,1
"movie_0406","mystery empire","Movie","Adventure","",2015,95,"G","English","UK",7.2,3408376,0,0,0,TRUE,2023-07-14,FALSE,0,0
"movie_0407","phoenix adventure","Stand-up Comedy","Action","",1954,48,"TV-PG","English","USA",6.4,0,0,1,12,TRUE,2021-09-14,TRUE,1,1
"movie_0408","adventure love","Stand-up Comedy","Music","",2008,43,"R","English","Canada",7.8,0,0,1,12,FALSE,2023-10-20,TRUE,1,1
"movie_0409","mystery storm","Documentary","Fantasy","Drama",2020,99,"TV-14","English","USA",7.8,0,0,1,12,FALSE,2023-04-18,TRUE,1,1
"movie_0410","last battle","Movie","Drama","",2022,489.600000000001,"TV-14","English","USA",5.4,19244906.2,99312954.4,0,0,FALSE,2024-04-24,FALSE,0,0
"movie_0411","dream dream","Movie","Music","Romance",2013,126,"TV-Y","Japanese","USA",5.1,0,5867475,0,0,FALSE,2025-03-15,TRUE,1,1
"movie_0412","princess adventure","Limited Series","Comedy","",1996,68,"TV-G","Spanish","USA",3.8,0,0,9,132,FALSE,2025-01-13,FALSE,1,1
"movie_0413","legend day","Movie","Family","Family",2006,80,"TV-Y","Hindi","UK",3.5,11692054,4330263,0,0,FALSE,2022-10-29,FALSE,0,0
"movie_0414","adventure queen","TV Series","Documentary","Drama",1999,42,"G","English","Germany",7.4,0,0,13,141,TRUE,2025-07-19,FALSE,1,1
"movie_0415","last quest","Documentary","Horror","Biography",1993,71,"PG-13","English","UK",5,0,0,1,12,TRUE,2025-03-24,FALSE,1,1
"movie_0416","a mystery","Stand-up Comedy","Mystery","",1992,45,"R","Spanish","USA",9.1,0,0,1,12,FALSE,2021-06-11,FALSE,1,1
"movie_0417","dragon day","Documentary","Western","",2011,91,"PG-13","English","USA",5.4,0,0,1,12,FALSE,2023-06-07,FALSE,1,1
"movie_0418","big story","Movie","Western","",2020,146,"TV-14","English","UK",5.8,2059746,0,0,0,FALSE,2020-10-15,FALSE,0,0
"movie_0419","new fire","TV Series","Fantasy","",1993,65,"TV-14","Spanish","India",5.2,0,0,8,98,FALSE,2025-01-03,FALSE,1,1
"movie_0420","war hero","Stand-up Comedy","Western","",1990,53,"PG","Spanish","South Korea",6.8,0,0,1,12,FALSE,2023-09-04,FALSE,1,1
"movie_0421","legend love","Documentary","War","",1997,66,"PG","English","USA",5.2,0,0,1,12,FALSE,2025-05-30,FALSE,1,1
"movie_0422","city night","TV Series","Family","",2021,46,"PG-13","Hindi","Germany",5.8,0,0,5,129,FALSE,2022-12-20,FALSE,1,1
"movie_0423","our night","Movie","Biography","",2005,143,"TV-PG","English","USA",3.4,1053266,99312954.4,0,0,FALSE,2022-11-05,FALSE,0,0
"movie_0424","battle secret","Documentary","Mystery","",2004,56,"TV-Y7","English","USA",0.9,0,0,1,12,FALSE,2021-04-06,FALSE,1,1
"movie_0425","storm kingdom","TV Series","Adventure","",1994,53,"NC-17","English","USA",6.6,0,0,8,134,FALSE,2023-01-09,FALSE,1,1
"movie_0426","warrior king","Movie","Action","",2004,131,"PG","French","USA",5.2,5821087,15559765,0,0,FALSE,2024-03-17,FALSE,0,0
"movie_0427","a king","Movie","Western","",2023,59,"PG-13","English","South Korea",7.2,19244906.2,99312954.4,0,0,FALSE,2024-02-15,FALSE,0,0
"movie_0428","empire king","Movie","Thriller","Adventure",2020,105,"TV-Y7","English","Japan",6.9,19244906.2,65276378,0,0,TRUE,2022-12-25,TRUE,0,0
"movie_0429","kingdom city","TV Series","History","",1994,53,"NC-17","English","USA",5.7,0,0,9,99,FALSE,2020-10-22,FALSE,1,1
"movie_0430","dragon princess","Movie","Sci-Fi","Romance",1990,126,"TV-Y","English","USA",5.2,300376,31428491,0,0,FALSE,2021-03-02,TRUE,0,0
"movie_0431","a adventure","Movie","History","",2003,97,"R","English","USA",6.9,816637,21732153,0,0,FALSE,2021-05-30,FALSE,0,0
"movie_0432","love journey","Limited Series","Animation","",2019,60,"R","French","USA",6.7,0,0,1,29,TRUE,2021-04-26,FALSE,1,1
"movie_0433","our city","Movie","Crime","",1999,113,"TV-MA","English","France",6.5,0,2627409,0,0,FALSE,2024-07-19,TRUE,1,1
"movie_0434","princess battle","Movie","Fantasy","",2011,90,"TV-Y","English","France",6.5,1346945,0,0,0,FALSE,2024-10-25,FALSE,0,0
"movie_0435","mission phoenix","Documentary","Family","Thriller",2009,101,"TV-PG","English","Canada",6.2,0,0,1,12,FALSE,2023-11-25,TRUE,1,1
"movie_0436","story city","Documentary","History","",2012,98,"NC-17","English","Germany",6.4,0,0,1,12,FALSE,2025-01-29,FALSE,1,1
"movie_0437","ice secret","Movie","Animation","Drama",2016,93,"TV-PG","English","USA",8,237105,0,0,0,TRUE,2023-02-19,FALSE,0,0
"movie_0438","mission fire","TV Series","Mystery","Animation",2007,40,"NC-17","Korean","USA",0.7,0,0,12,138,FALSE,2025-01-16,FALSE,1,1
"movie_0439","little kingdom","Movie","Documentary","",2023,99,"TV-Y","English","USA",1.4,1745829,1894665,0,0,FALSE,2023-08-08,FALSE,0,0
"movie_0440","love war","Movie","Biography","Animation",2023,132,"TV-G","Hindi","USA",7.4,8101114,18148075,0,0,TRUE,2021-08-30,FALSE,0,0
"movie_0441","day legend","TV Series","Comedy","Thriller",1993,56,"TV-G","Hindi","USA",4,0,0,8,196.96,FALSE,2021-07-14,FALSE,1,1
"movie_0442","dragon storm","Stand-up Comedy","War","",1990,59,"G","English","USA",6.6,0,0,1,12,TRUE,2022-08-05,FALSE,1,1
"movie_0443","battle legend","Movie","Documentary","Thriller",2011,88,"R","English","South Korea",6.5,1448215,7347430,0,0,FALSE,2020-09-10,FALSE,0,0
"movie_0444","dragon mystery","TV Series","Romance","",2010,58,"TV-Y","English","USA",7.8,0,0,3,129,FALSE,2023-03-23,TRUE,1,1
"movie_0445","secret family","Movie","Thriller","Fantasy",1999,76,"TV-Y7","English","UK",4.6,460104,11699392,0,0,FALSE,2022-08-05,FALSE,0,0
"movie_0446","queen mission","TV Series","Adventure","",1994,50,"PG","English","Canada",8.5,0,0,12,123,TRUE,2024-09-21,TRUE,1,1
"movie_0447","house night","Stand-up Comedy","History","",2005,31,"G","Italian","Germany",4.7,0,0,1,12,FALSE,2023-04-30,TRUE,1,1
"movie_0448","story hero","Movie","Comedy","",1993,101,"TV-MA","English","USA",0.5,3865797,5081496,0,0,TRUE,2020-12-15,FALSE,0,0
"movie_0449","night house","TV Series","Horror","Western",2003,16,"TV-Y7","English","France",7.5,0,0,3,126,TRUE,2024-12-04,FALSE,1,1
"movie_0450","a quest","Stand-up Comedy","Action","",2005,57,"NC-17","English","USA",10,0,0,1,12,FALSE,2025-05-13,TRUE,1,1
"movie_0451","family legend","Movie","Family","Sport",2005,109,"TV-MA","Japanese","Japan",6.8,2290910,0,0,0,TRUE,2024-11-16,FALSE,0,0
"movie_0452","family secret","Limited Series","Romance","",2024,56,"TV-Y7","French","USA",0.5,0,0,11,58,TRUE,2023-12-23,FALSE,1,1
"movie_0453","princess dream","Movie","Adventure","",2007,92,"TV-MA","English","Germany",9.2,3945580,99312954.4,0,0,FALSE,2021-03-16,FALSE,0,0
"movie_0454","princess queen","Movie","Mystery","",1998,113,"NC-17","Hindi","UK",6.6,357135,1413140,0,0,FALSE,2022-07-31,FALSE,0,0
"movie_0455","journey quest","Movie","Fantasy","",2008,117,"PG-13","English","France",6.5,0,49402926,0,0,FALSE,2025-02-22,FALSE,1,1
"movie_0456","ice legend","Movie","War","",1979,104,"PG-13","Hindi","USA",4.6,0,96016345,0,0,FALSE,2025-07-18,FALSE,1,1
"movie_0457","the day","TV Series","Drama","Family",1995,45,"G","Hindi","USA",1.7,0,0,1,97,FALSE,2023-03-02,FALSE,1,1
"movie_0458","secret hero","TV Series","Action","",2018,57,"R","English","USA",6.5,0,0,6,173,TRUE,2023-03-08,FALSE,1,1
"movie_0459","ice phoenix","Movie","War","",1997,98,"TV-MA","English","USA",8.1,0,2089087,0,0,TRUE,2024-08-04,TRUE,1,1
"movie_0460","family journey","TV Series","Documentary","History",2013,24,"TV-14","Italian","Japan",6.5,0,0,9,66,FALSE,2022-02-23,FALSE,1,1
"movie_0461","king queen","Stand-up Comedy","Fantasy","",2003,61,"TV-PG","Spanish","Canada",5.6,0,0,1,12,TRUE,2024-05-07,FALSE,1,1
"movie_0462","last kingdom","TV Series","Drama","",2007,53,"TV-PG","Spanish","USA",9,0,0,13,17,TRUE,2023-05-23,FALSE,1,1
"movie_0463","phoenix day","TV Series","Comedy","",2007,28,"TV-14","English","USA",8.3,0,0,13,166,FALSE,2022-11-14,FALSE,1,1
"movie_0464","old house","Limited Series","Sport","",1993,38,"TV-Y","English","USA",4.9,0,0,6,176,FALSE,2021-05-04,TRUE,1,1
"movie_0465","battle fire","Documentary","Romance","",2006,91,"R","Korean","USA",7.4,0,0,1,12,FALSE,2023-08-04,FALSE,1,1
"movie_0466","ice secret","Movie","Horror","",2011,132,"G","English","USA",5.5,6517048,0,0,0,FALSE,2021-06-26,FALSE,0,0
"movie_0467","city fire","Documentary","Sci-Fi","Fantasy",1996,68,"NC-17","English","USA",7.1,0,0,1,12,FALSE,2023-11-05,FALSE,1,1
"movie_0468","king phoenix","TV Series","Action","Western",1992,27,"TV-Y7","Spanish","USA",7,0,0,1,117,FALSE,2023-06-17,FALSE,1,1
"movie_0469","hero empire","Documentary","Crime","",2002,92,"TV-Y","English","South Korea",6.6,0,0,1,12,TRUE,2020-12-27,FALSE,1,1
"movie_0470","mystery house","Documentary","Biography","",1994,112,"TV-Y","Italian","USA",5.7,0,0,1,12,FALSE,2025-06-30,FALSE,1,1
"movie_0471","our journey","TV Series","Documentary","",2017,45,"G","Italian","India",8,0,0,8,177,FALSE,2023-11-19,FALSE,1,1
"movie_0472","quest house","Movie","Action","",1995,113,"TV-MA","English","USA",5.9,19244906.2,1149791,0,0,FALSE,2021-09-05,FALSE,0,0
"movie_0473","journey house","Movie","Animation","Drama",1998,95,"NC-17","German","USA",5.5,1622983,0,0,0,TRUE,2021-11-01,FALSE,0,0
"movie_0474","family quest","TV Series","Drama","",2007,37,"TV-Y7","English","Canada",7,0,0,14,21,TRUE,2020-08-19,FALSE,1,1
"movie_0475","a secret","Movie","Drama","",2014,112,"PG","French","Germany",5.2,1942432,50827785,0,0,FALSE,2022-10-20,FALSE,0,0
"movie_0476","bright storm","Limited Series","Action","Animation",2016,35,"TV-G","Spanish","South Korea",5.1,0,0,14,176,FALSE,2024-09-11,FALSE,1,1
"movie_0477","dragon war","TV Series","Mystery","Family",2003,489.600000000001,"NC-17","Spanish","USA",5,0,0,4,196.96,TRUE,2024-05-09,FALSE,1,1
"movie_0478","house storm","Movie","Comedy","Drama",2004,138,"NC-17","English","Canada",3.2,0,3733955,0,0,TRUE,2022-09-01,FALSE,1,1
"movie_0479","little house","TV Series","Biography","Family",2013,56,"PG-13","Spanish","South Korea",6.8,0,0,8,94,FALSE,2020-09-13,FALSE,1,1
"movie_0480","princess secret","Movie","History","Comedy",2013,118,"TV-G","English","USA",5.1,19244906.2,32785848,0,0,FALSE,2025-07-21,FALSE,0,0
"movie_0481","ice story","Movie","War","",2021,122,"TV-Y7","English","UK",6.3,0,9899916,0,0,FALSE,2024-09-05,TRUE,1,1
"movie_0482","love battle","TV Series","History","",1997,32,"TV-PG","English","USA",4.6,0,0,3,120,TRUE,2022-10-15,FALSE,1,1
"movie_0483","war journey","Movie","Family","Thriller",2018,170,"R","English","USA",4,1509950,9208234,0,0,FALSE,2023-01-26,FALSE,0,0
"movie_0484","secret king","Movie","Animation","Adventure",1994,90,"TV-MA","Japanese","South Korea",4.8,360993,2993307,0,0,FALSE,2020-08-24,FALSE,0,0
"movie_0485","bright queen","Movie","Drama","",1998,133,"NC-17","French","USA",7.8,3337484,33861358,0,0,FALSE,2023-11-06,FALSE,0,0
"movie_0486","story warrior","Movie","Sci-Fi","",1999,126,"TV-14","English","South Korea",6.4,857249,816259,0,0,TRUE,2023-01-04,FALSE,0,0
"movie_0487","mystery secret","Documentary","History","Biography",1999,75,"TV-Y7","Korean","USA",6.6,0,0,1,12,FALSE,2021-05-26,FALSE,1,1
"movie_0488","my mystery","Movie","Thriller","",2013,111,"NC-17","Hindi","Canada",5.1,252254,161575,0,0,FALSE,2023-07-16,FALSE,0,0
"movie_0489","new dream","Movie","Sport","Thriller",2023,97,"NC-17","English","USA",0.5,19244906.2,2124537,0,0,FALSE,2021-07-11,FALSE,0,0
"movie_0490","a storm","Documentary","Sci-Fi","Romance",1996,118,"TV-Y","Hindi","Canada",6.5,0,0,1,12,FALSE,2022-11-12,FALSE,1,1
"movie_0491","new warrior","Documentary","Romance","",1999,80,"PG","English","Japan",8.1,0,0,1,12,FALSE,2025-06-18,TRUE,1,1
"movie_0492","battle love","TV Series","Documentary","Thriller",2009,54,"NC-17","English","Canada",5.8,0,0,13,9,FALSE,2021-09-14,FALSE,1,1
"movie_0493","story fire","Stand-up Comedy","War","",2023,34,"TV-PG","English","UK",6.1,0,0,1,12,TRUE,2024-04-16,FALSE,1,1
"movie_0494","last day","TV Series","Music","",2005,44,"R","English","Germany",5.6,0,0,2,10,FALSE,2023-07-17,FALSE,1,1
"movie_0495","city legend","TV Series","War","Biography",1997,44,"PG","English","USA",7.7,0,0,1,64,TRUE,2024-01-14,FALSE,1,1
"movie_0496","last mission","Stand-up Comedy","Action","",2002,65,"NC-17","German","Japan",1.2,0,0,1,12,FALSE,2023-01-07,TRUE,1,1
"movie_0497","big warrior","TV Series","Family","",1990,31,"TV-G","English","USA",4.7,0,0,1,31,FALSE,2025-07-13,TRUE,1,1
"movie_0498","day dragon","TV Series","Western","",2024,71,"TV-G","English","USA",6.3,0,0,14,37,TRUE,2021-03-04,FALSE,1,1
"movie_0499","family story","TV Series","Western","",1998,43,"TV-Y7","English","USA",7.9,0,0,10,163,FALSE,2023-10-01,FALSE,1,1
"movie_0500","my journey","TV Series","Music","",1990,33,"TV-PG","English","USA",3.9,0,0,13,196.96,TRUE,2025-06-10,FALSE,1,1
"movie_0501","hero dragon","Movie","Comedy","War",1995,100,"TV-Y","English","USA",9,16854758,2474372,0,0,TRUE,2022-09-13,TRUE,0,0
"movie_0502","love legend","Stand-up Comedy","Sci-Fi","Crime",1993,51,"TV-Y7","Spanish","USA",6,0,0,1,12,FALSE,2024-02-16,FALSE,1,1
"movie_0503","an dragon","TV Series","Horror","",1999,31,"R","Japanese","USA",7,0,0,1,80,FALSE,2020-08-03,FALSE,1,1
"movie_0504","princess queen","TV Series","Animation","Adventure",2001,36,"R","English","USA",8.4,0,0,11,8,FALSE,2023-10-08,FALSE,1,1
"movie_0505","phoenix day","Movie","Western","",1994,117,"TV-14","Korean","USA",8.5,994027,12250323,0,0,FALSE,2023-07-08,FALSE,0,0
"movie_0506","love dream","TV Series","Drama","",1997,73,"TV-PG","French","USA",7.4,0,0,3,73,FALSE,2024-03-12,FALSE,1,1
"movie_0507","old empire","Movie","Thriller","",1991,118,"PG-13","Spanish","USA",4.9,5168542,23957389,0,0,FALSE,2025-06-14,TRUE,0,0
"movie_0508","last hero","Movie","Adventure","Crime",1956,123,"PG","English","Canada",8.1,1074818,32843910,0,0,FALSE,2023-10-13,FALSE,0,0
"movie_0509","queen house","Movie","Western","Fantasy",1996,112,"PG","English","USA",6.1,4019610,0,0,0,FALSE,2025-05-23,FALSE,0,0
"movie_0510","queen kingdom","Movie","History","",2015,100,"PG","Japanese","USA",0.7,0,0,0,0,TRUE,2020-12-23,TRUE,1,1
"movie_0511","dragon princess","Movie","Music","",2018,92,"G","Spanish","South Korea",5.2,1893934,1115568,0,0,FALSE,2022-06-04,FALSE,0,0
"movie_0512","an princess","Stand-up Comedy","Romance","",2017,93,"NC-17","English","USA",0.7,0,0,1,12,TRUE,2021-12-02,FALSE,1,1
"movie_0513","night dragon","Movie","Drama","",2008,117,"TV-G","English","South Korea",8.1,1958252,3878800,0,0,TRUE,2023-03-03,FALSE,0,0
"movie_0514","love love","Movie","Animation","Horror",2003,89,"TV-Y","French","USA",5.4,0,221786,0,0,TRUE,2021-09-08,FALSE,1,1
"movie_0515","secret house","TV Series","Sci-Fi","",2006,30,"TV-G","English","Canada",6.5,0,0,11,58,FALSE,2021-03-22,FALSE,1,1
"movie_0516","dragon storm","Documentary","Action","Comedy",2020,78,"TV-14","English","Canada",4.9,0,0,1,12,TRUE,2024-08-17,FALSE,1,1
"movie_0517","storm legend","TV Series","War","",1998,48,"TV-MA","English","Japan",6,0,0,9,85,FALSE,2021-07-21,FALSE,1,1
"movie_0518","a quest","Movie","Horror","",2002,89,"G","Spanish","USA",8.3,0,2839053,0,0,FALSE,2025-01-09,FALSE,1,1
"movie_0519","quest house","Documentary","Fantasy","Drama",2020,98,"TV-PG","English","USA",5.9,0,0,1,12,FALSE,2025-06-11,FALSE,1,1
"movie_0520","big queen","TV Series","Biography","",1992,28,"PG-13","English","Germany",6.5,0,0,5,9,FALSE,2023-05-25,FALSE,1,1
"movie_0521","quest house","Movie","Crime","Mystery",2017,114,"TV-14","French","USA",5.6,2053432,99312954.4,0,0,FALSE,2024-07-31,FALSE,0,0
"movie_0522","big warrior","Documentary","Romance","",2018,62,"TV-G","Hindi","Germany",8.1,0,0,1,12,TRUE,2022-08-31,FALSE,1,1
"movie_0523","mystery war","Movie","Fantasy","",1981,159,"G","Italian","South Korea",6.9,5347853,30379004,0,0,FALSE,2023-12-08,FALSE,0,0
"movie_0524","kingdom city","Movie","Crime","",2019,105,"TV-PG","English","Germany",4.3,8179501,0,0,0,FALSE,2023-02-07,FALSE,0,0
"movie_0525","night warrior","Movie","Animation","Horror",2006,69,"TV-PG","English","USA",5.1,19244906.2,0,0,0,FALSE,2022-05-10,FALSE,0,0
"movie_0526","journey warrior","Stand-up Comedy","Drama","Drama",2000,61,"TV-14","English","Canada",5.1,0,0,1,12,FALSE,2023-02-20,FALSE,1,1
"movie_0527","hero story","Movie","Crime","",1993,95,"TV-Y7","English","South Korea",4.6,9430381,345877,0,0,FALSE,2025-01-22,FALSE,0,0
"movie_0528","queen empire","Movie","Biography","",1995,91,"TV-G","French","USA",1.3,5268267,98546720,0,0,TRUE,2020-08-20,TRUE,0,0
"movie_0529","legend warrior","Movie","Music","",1996,62,"PG","Korean","USA",7.5,0,4201576,0,0,FALSE,2024-04-17,FALSE,1,1
"movie_0530","night legend","Documentary","Romance","",2015,91,"TV-MA","Japanese","USA",5.3,0,0,1,12,TRUE,2025-04-22,FALSE,1,1
"movie_0531","last night","Movie","Western","Biography",2000,106,"PG","English","Japan",10,0,99312954.4,0,0,FALSE,2025-04-01,FALSE,1,1
"movie_0532","first phoenix","TV Series","Adventure","Thriller",1998,36,"TV-14","English","USA",5.1,0,0,13,15,FALSE,2025-04-11,FALSE,1,1
"movie_0533","first ice","Stand-up Comedy","Thriller","",2007,61,"TV-14","English","USA",6,0,0,1,12,FALSE,2025-01-11,TRUE,1,1
"movie_0534","big family","TV Series","War","Sport",1991,14,"PG-13","English","USA",7.9,0,0,8,36,FALSE,2022-08-26,TRUE,1,1
"movie_0535","last phoenix","TV Series","Romance","Thriller",1993,71,"R","Hindi","Canada",4.8,0,0,12,126,TRUE,2021-11-21,TRUE,1,1
"movie_0536","bright hero","TV Series","Western","",1992,36,"TV-14","Japanese","USA",6.5,0,0,1,76,FALSE,2023-08-28,FALSE,1,1
"movie_0537","new story","Movie","Horror","",1998,67,"PG-13","Italian","UK",5.6,3291844,9314738,0,0,TRUE,2022-08-16,TRUE,0,0
"movie_0538","storm dream","Movie","Thriller","",2002,80,"NC-17","Spanish","France",4.9,13375163,0,0,0,FALSE,2022-10-21,TRUE,0,0
"movie_0539","queen queen","Movie","Family","",2021,106,"TV-Y","English","USA",6.2,0,5088419,0,0,TRUE,2021-03-18,FALSE,1,1
"movie_0540","warrior story","Documentary","Music","Mystery",2004,86,"TV-MA","Italian","USA",7.7,0,0,1,12,TRUE,2020-09-03,FALSE,1,1
"movie_0541","princess love","Documentary","Adventure","",2024,76,"TV-G","Japanese","USA",4.8,0,0,1,12,FALSE,2021-02-28,FALSE,1,1
"movie_0542","storm empire","Documentary","Horror","",2004,82,"TV-Y","English","USA",4.9,0,0,1,12,TRUE,2022-09-29,FALSE,1,1
"movie_0543","war adventure","TV Series","War","Fantasy",2003,24,"G","English","Germany",4.8,0,0,3,170,FALSE,2024-08-24,FALSE,1,1
"movie_0544","hero quest","Movie","Comedy","Music",1990,70,"TV-PG","English","Germany",5.9,1855152,0,0,0,FALSE,2022-10-26,FALSE,0,0
"movie_0545","little mission","Documentary","Western","",1998,90,"G","Spanish","USA",8.6,0,0,1,12,TRUE,2022-02-22,FALSE,1,1
"movie_0546","new queen","Movie","Adventure","Sport",2011,100,"G","Korean","Canada",5.2,19244906.2,1247942,0,0,FALSE,2024-04-18,FALSE,0,0
"movie_0547","fire mission","TV Series","History","",2011,55,"PG","Italian","South Korea",4.6,0,0,8,41,TRUE,2025-07-30,FALSE,1,1
"movie_0548","story hero","Documentary","Comedy","Adventure",1990,92,"R","English","Germany",6.6,0,0,1,12,FALSE,2024-04-13,FALSE,1,1
"movie_0549","a adventure","Movie","Crime","Western",1995,130,"TV-PG","English","USA",6.6,19244906.2,0,0,0,FALSE,2021-10-04,TRUE,0,0
"movie_0550","dark ice","Movie","War","",2001,59,"PG-13","Spanish","USA",6.2,1930583,0,0,0,FALSE,2023-11-03,FALSE,0,0
"movie_0551","warrior quest","Movie","Mystery","Romance",2012,109,"R","English","USA",4.6,1558696,4818745,0,0,FALSE,2023-09-08,FALSE,0,0
"movie_0552","a mission","Documentary","Romance","",2017,88,"TV-14","English","UK",4.6,0,0,1,12,TRUE,2025-01-17,TRUE,1,1
"movie_0553","mystery city","Documentary","Music","",2010,93,"NC-17","English","Germany",6,0,0,1,12,TRUE,2024-06-22,FALSE,1,1
"movie_0554","fire queen","Documentary","History","",2009,84,"NC-17","German","Canada",7.8,0,0,1,12,FALSE,2021-11-28,FALSE,1,1
"movie_0555","ice phoenix","TV Series","Comedy","Sci-Fi",2011,22,"R","English","Germany",3,0,0,1,141,FALSE,2025-04-06,TRUE,1,1
"movie_0556","empire princess","Documentary","Animation","",2001,108,"TV-Y","English","USA",6.8,0,0,1,12,FALSE,2023-09-10,FALSE,1,1
